"x"
7.67974e-07
2.6941773e-06
3.68618e-07
4.09817e-08
1.79956e-08
1.9998e-09
0
3.914487e-07
1.3181258e-06
2.523475e-07
2.49929e-08
1.19984e-08
9.999e-09
9.999e-10
8.643546e-07
2.6346246e-06
5.716715e-07
7.89349e-08
5.9994e-09
1.9996e-09
2.09955e-08
7.187428e-07
2.3452389e-06
4.846175e-07
9.5906e-08
2.89911e-08
2.9997e-09
9.999e-09
8.62411e-07
3.5185164e-06
1.0016796e-06
1.776766e-07
3.29861e-08
1.99942e-08
3.9994e-09
4.073191e-07
1.8157676e-06
7.275853e-07
2.065629e-07
3.09867e-08
5.9994e-09
3.9996e-09
6.1416e-07
2.7592758e-06
9.183865e-07
1.447787e-07
4.09819e-08
6.9989e-09
2.9997e-09
1.577414e-07
1.2489381e-06
2.0204169e-06
3.298907e-07
5.79628e-08
8.9987e-09
5.999e-09
1.208527e-07
7.473185e-07
1.2109358e-06
3.229452e-07
3.59856e-08
1.9998e-09
1.89953e-08
2.125371e-07
1.5356006e-06
2.6544877e-06
6.487083e-07
1.387999e-07
3.69837e-08
1.89941e-08
1.188549e-07
9.713575e-07
1.865807e-06
5.845086e-07
1.058842e-07
1.29979e-08
3.09891e-08
2.195136e-07
1.3210311e-06
3.4731185e-06
1.2830048e-06
2.771912e-07
5.89623e-08
3.49849e-08
6.7951e-08
7.315485e-07
2.7470527e-06
1.2352945e-06
2.622829e-07
8.69185e-08
6.49549e-08
1.497724e-07
1.0653863e-06
3.3113591e-06
1.2284698e-06
3.209514e-07
6.69515e-08
3.89833e-08
4.99732e-08
4.28143e-07
7.660242e-07
3.418109e-07
5.49657e-08
9.9988e-09
1.19982e-08
6.5956e-08
2.91139e-07
5.785886e-07
2.284681e-07
5.99626e-08
5.9992e-09
6.9989e-09
6.79518e-08
6.052757e-07
1.2031374e-06
5.82553e-07
1.228411e-07
5.39688e-08
8.9981e-09
3.69837e-08
3.844952e-07
1.0428656e-06
5.54861e-07
1.028895e-07
4.1982e-08
8.9979e-09
5.69631e-08
5.073864e-07
1.119121e-06
8.761662e-07
2.364311e-07
9.49031e-08
7.39424e-08
4.59768e-08
1.527499e-07
5.321047e-07
6.862099e-07
2.17516e-07
9.3908e-08
2.09945e-08
2.69919e-08
1.906307e-07
4.152331e-07
4.390429e-07
1.687085e-07
4.49791e-08
5.39692e-08
3.79828e-08
2.43394e-07
6.871824e-07
2.17517e-07
9.98962e-08
2.69923e-08
9.999e-10
2.9995e-09
1.228437e-07
4.766819e-07
1.816602e-07
3.69851e-08
1.69963e-08
8.9983e-09
8.49241e-08
5.232208e-07
1.3881226e-06
5.627706e-07
2.015858e-07
4.09807e-08
2.69899e-08
4.79756e-08
3.457759e-07
1.1142841e-06
4.727205e-07
1.667139e-07
7.29449e-08
1.29971e-08
6.9949e-08
3.060471e-07
1.1328054e-06
9.536691e-07
5.380313e-07
9.88969e-08
6.9946e-08
3.89835e-08
4.69731e-08
3.398267e-07
2.453762e-07
2.115408e-07
6.89515e-08
2.29939e-08
4.9993e-09
5.99604e-08
1.577466e-07
1.647215e-07
1.068835e-07
1.49973e-08
8.9985e-09
5.39706e-08
1.607387e-07
